sample_name	HOST	Instrument	Collection_month	species_paper_subset	State	Premises	isolation_source_cleaned	cleaned_host	binary_host
SRR29953194	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953195	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953196	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953197	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953198	Chicken	Illumina iSeq 100	NA	NA	NA	NA	swab	chicken	bird
SRR29953199	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953200	Chicken	Illumina iSeq 100	NA	NA	NA	NA	swab	chicken	bird
SRR29953201	Chicken	Illumina iSeq 100	NA	NA	NA	NA	swab	chicken	bird
SRR29953202	Chicken	Illumina iSeq 100	NA	NA	NA	NA	swab	chicken	bird
SRR29953203	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953204	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953205	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953206	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953207	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953208	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953209	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29953210	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953211	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953212	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953213	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953214	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953215	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953216	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953217	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953218	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953219	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953220	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953221	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953222	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953223	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953224	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953225	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953226	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953227	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953228	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953229	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953230	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29953231	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29953232	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953233	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953234	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953235	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953236	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953237	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953238	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953239	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953240	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953241	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953242	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953243	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953244	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953245	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953246	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953247	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953248	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953249	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953250	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953251	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953252	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953253	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953254	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953255	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953256	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953257	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953258	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953259	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953260	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953261	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953262	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953263	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953264	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29953265	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953266	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29953267	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29953268	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29953269	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29953270	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953271	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953272	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953273	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953274	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953275	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953276	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29953277	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29851687	CATTLE	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29851688	CATTLE	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29851689	CATTLE	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29851696	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29851697	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29851698	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29851701	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR28752446	Blackbird	Illumina iSeq 100	mar	BLACKBIRD	TX	peridomestic	NA	blackbird	bird
SRR28752447	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752448	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752449	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752450	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752451	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752452	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752453	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752454	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752455	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-005	NA	cattle	cattle
SRR28752456	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752457	Chicken	Illumina MiSeq	mar	CHICKEN	TX	Moore-01	NA	chicken	bird
SRR28752458	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752459	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752460	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752461	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752462	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752463	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752464	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752465	Cattle	Illumina MiSeq	mar	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752466	Cattle	Illumina iSeq 100	mar	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752467	Cattle	Illumina MiSeq	mar	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752468	Chicken	Illumina MiSeq	mar	CHICKEN	TX	Moore-01	NA	chicken	bird
SRR28752469	Cattle	Illumina MiSeq	mar	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752470	Cattle	Illumina iSeq 100	NA	NA	NA	NA	NA	cattle	cattle
SRR28752472	Cattle	Illumina iSeq 100	mar	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752473	Cat	Illumina iSeq 100	mar	CAT	TX	TX-008	NA	cat	NA
SRR28752474	Cat	Illumina iSeq 100	mar	CAT	TX	TX-008	NA	cat	NA
SRR28752475	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-002	NA	cattle	cattle
SRR28752476	Cattle	Illumina iSeq 100	NA	NA	NA	NA	NA	cattle	cattle
SRR28752478	Cattle	Illumina iSeq 100	mar	CATTLE	NM	NM-004	NA	cattle	cattle
SRR28752479	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-005	NA	cattle	cattle
SRR28752480	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752481	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752482	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752483	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752484	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752485	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752486	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752487	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752488	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752489	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-002	NA	cattle	cattle
SRR28752490	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-011	NA	cattle	cattle
SRR28752491	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-011	NA	cattle	cattle
SRR28752492	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-011	NA	cattle	cattle
SRR28752493	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-011	NA	cattle	cattle
SRR28752494	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-009	NA	cattle	cattle
SRR28752495	Chicken	Illumina iSeq 100	apr	CHICKEN	TX	Parmer-01	NA	chicken	bird
SRR28752496	Chicken	Illumina iSeq 100	apr	CHICKEN	TX	Parmer-01	NA	chicken	bird
SRR28752497	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752498	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752499	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752500	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752501	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752502	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752503	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752504	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752505	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752506	Cattle	Illumina iSeq 100	mar	CATTLE	OH	OH-001	NA	cattle	cattle
SRR28752507	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-01	NA	chicken	bird
SRR28752508	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-01	NA	chicken	bird
SRR28752509	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752510	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752511	Cat	Illumina iSeq 100	mar	CAT	NM	NM-001	NA	cat	NA
SRR28752512	Cat	Illumina iSeq 100	mar	CAT	NM	NM-001	NA	cat	NA
SRR28752513	Cat	Illumina iSeq 100	mar	CAT	NM	NM-001	NA	cat	NA
SRR28752514	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752515	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752516	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752517	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752518	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752519	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752520	Chicken	Illumina iSeq 100	mar	CHICKEN	TX	Deaf-Smith-01	NA	chicken	bird
SRR28752521	Grackle	Illumina iSeq 100	mar	GRACKLE	TX	peridomestic	NA	grackle	bird
SRR28752522	Skunk	Illumina MiSeq	NA	NA	NA	NA	NA	skunk	NA
SRR28752523	Cat	Illumina iSeq 100	mar	CAT	TX	TX-007	NA	cat	NA
SRR28752524	Cat	Illumina iSeq 100	mar	CAT	TX	TX-007	NA	cat	NA
SRR28752525	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752526	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752527	Cattle	Illumina iSeq 100	NA	NA	NA	NA	NA	cattle	cattle
SRR28752529	Cattle	Illumina iSeq 100	apr	CATTLE	TX	TX-012	NA	cattle	cattle
SRR28752530	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-010	NA	cattle	cattle
SRR28752531	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-010	NA	cattle	cattle
SRR28752532	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-010	NA	cattle	cattle
SRR28752533	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-010	NA	cattle	cattle
SRR28752534	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-010	NA	cattle	cattle
SRR28752535	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-007	NA	cattle	cattle
SRR28752536	Chicken	Illumina iSeq 100	apr	CHICKEN	KS	Grant-01	NA	chicken	bird
SRR28752537	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752538	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752539	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752540	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752541	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752542	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752543	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752544	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752545	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752546	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752547	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752548	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752550	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752551	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752552	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752553	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-01	NA	chicken	bird
SRR28752554	Cattle	Illumina iSeq 100	NA	NA	NA	NA	NA	cattle	cattle
SRR28752555	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-004	NA	cattle	cattle
SRR28752556	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752557	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752558	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752559	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752560	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752561	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752562	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752563	Blackbird	Illumina iSeq 100	mar	BLACKBIRD	TX	peridomestic	NA	blackbird	bird
SRR28752564	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752565	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752566	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752567	Cattle	Illumina iSeq 100	mar	CATTLE	KS	KS-003	NA	cattle	cattle
SRR28752568	Raccoon	Illumina iSeq 100	mar	RACCOON	NM	peridomestic	NA	raccoon	NA
SRR28752569	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752570	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752571	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752572	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752573	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752574	Grackle	Illumina iSeq 100	mar	GRACKLE	TX	peridomestic	NA	grackle	bird
SRR28752575	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752576	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752577	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752578	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752579	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752580	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752581	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752582	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752583	Cattle	Illumina iSeq 100	mar	CATTLE	ID	ID-001	NA	cattle	cattle
SRR28752584	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-009	NA	cattle	cattle
SRR28752585	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752586	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752587	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752588	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752589	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752590	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752591	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752592	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752593	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752594	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752595	Chicken	Illumina iSeq 100	mar	CHICKEN	TX	Deaf-Smith-01	NA	chicken	bird
SRR28752596	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752597	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752598	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752599	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752600	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752601	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752602	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752603	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752604	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752605	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-001	NA	cattle	cattle
SRR28752606	Chicken	Illumina MiSeq	mar	CHICKEN	TX	Deaf-Smith-01	NA	chicken	bird
SRR28752607	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752608	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752609	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752610	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752611	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752612	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752613	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752614	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752615	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752616	Cattle	Illumina MiSeq	mar	CATTLE	TX	TX-007	NA	cattle	cattle
SRR28752617	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752618	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752619	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752620	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752621	Cattle	Illumina iSeq 100	apr	CATTLE	SD	SD-001	NA	cattle	cattle
SRR28752622	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-003	NA	cattle	cattle
SRR28752623	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752624	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752625	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752626	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752627	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752628	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752629	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752630	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752631	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752632	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752633	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752634	Cattle	Illumina iSeq 100	apr	CATTLE	NM	NM-006	NA	cattle	cattle
SRR28752635	Cattle	Illumina iSeq 100	mar	CATTLE	TX	TX-002	NA	cattle	cattle
SRR28752636	PEFA	Illumina MiSeq	NA	NA	NA	NA	NA	pefa	NA
SRR28752637	Cattle	Illumina iSeq 100	apr	CATTLE	NC	NC-001	NA	cattle	cattle
SRR28752638	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-02	NA	chicken	bird
SRR28752639	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-02	NA	chicken	bird
SRR28752640	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-02	NA	chicken	bird
SRR28752641	Chicken	Illumina iSeq 100	apr	CHICKEN	MI	Ionia-02	NA	chicken	bird
SRR28752642	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752643	Cattle	Illumina iSeq 100	apr	CATTLE	MI	MI-001	NA	cattle	cattle
SRR28752644	Cattle	Illumina iSeq 100	mar	CATTLE	NM	NM-003	NA	cattle	cattle
