sample_name	geo_loc_name	Host	isolate	LibrarySelection	LibrarySource	isolation_source	serotype	genotype	strain	majority_hosts
SRR24839058	USA: Massachusetts	Branta canadensis	A/Canada Goose/Massachusetts/22-005893-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839059	USA: Kentucky	Mareca strepera	A/Gadwall/Kentucky/22-005154-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839060	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-005158-001/2022	RT-PCR	VIRAL RNA	Tissue	H5N1			Gallus gallus
SRR24839061	USA: Delaware	Gallus gallus	A/Chicken/Delaware/22-005260-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839062	USA: Indiana	Meleagris gallopavo	A/Turkey/Indiana/22-005289-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839063	USA: Connecticut	Anas rubripes	A/American Black Duck/Connecticut/22-005313-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839064	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-015/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839065	USA: Connecticut	Anas rubripes	A/American Black Duck/Connecticut/22-005313-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839066	USA: Kentucky	Anas platyrhynchos	A/Mallard/Kentucky/22-005153-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839067	USA: New Jersey	Anas platyrhynchos	A/Mallard/New Jersey/22-005110-014/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839068	USA: New Jersey	Anas platyrhynchos	A/Mallard/New Jersey/22-005110-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839069	USA: New Jersey	Anas platyrhynchos	A/Mallard/New Jersey/22-005110-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839070	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-010346-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839071	USA: Virginia	Mareca strepera	A/Gadwall/Virginia/22-003923-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839072	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-010448-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839073	USA: Montana	Gallus gallus	A/Backyard bird/Montana/22-010445-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Gallus gallus
SRR24839074	USA: Montana	Gallus gallus	A/Backyard bird/Montana/22-010445-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Gallus gallus
SRR24839075	USA: Nebraska	Pelecanidae sp.	A/Pelican/Nebraska/22-010426-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839076	USA: Vermont	Haliaeetus leucocephalus	A/Bald Eagle/Vermont/22-010414-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839077	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-010378-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839078	USA: Colorado	Branta canadensis	A/Canada Goose/Colorado/22-010377-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839079	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-010375-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839080	USA: Delaware	Spatula clypeata	A/Northern Shoveler/Delaware/22-003933-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839081	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839082	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-010375-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839083	USA: Wyoming	Branta canadensis	A/Canada Goose/Wyoming/22-010373-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839084	USA: North Carolina	Anas platyrhynchos	A/Mallard/North Carolina/22-004008-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839085	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010358-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839086	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010358-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839087	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010358-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839088	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010358-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839089	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010357-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839090	USA: New York	Gallus gallus	A/Backyard bird/New York/22-010200-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839091	USA: Wisconsin	Anas sp.	A/Backyard bird/Wisconsin/22-010325-003/2022	RT-PCR	VIRAL RNA	Tissue Homogenate	H5N1			NA
SRR24839092	USA: New York	Anas sp.	A/Backyard bird/New York/22-010321-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839093	USA: New York	Gallus gallus	A/Backyard bird/New York/22-010321-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839094	USA: New York	Gallus gallus	A/Backyard bird/New York/22-010321-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839095	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010312-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839096	USA: North Carolina	Gallus gallus	A/Chicken/North Carolina/22-010299-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839097	USA: North Carolina	Gallus gallus	A/Chicken/North Carolina/22-010298-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839098	USA: North Carolina	Gallus gallus	A/Chicken/North Carolina/22-010298-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839099	USA: North Carolina	Spatula clypeata	A/Northern Shoveler/North Carolina/22-003831-019/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839100	USA: Missouri	Meleagris gallopavo	A/Turkey/Missouri/22-010296-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839101	USA: North Dakota	Bubo scandiacus	A/Snowy Owl/North Dakota/22-010240-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839102	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-010136-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839103	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-010136-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839104	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-010135-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839105	USA: Maine	Anser sp.	A/Backyard bird/Maine/22-010181-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839106	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010085-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839107	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-010037-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839108	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-010037-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839109	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-010037-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839110	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-010157-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839111	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-010036-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839112	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-010036-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839113	USA: Iowa	Haliaeetus leucocephalus	A/Bald Eagle/Iowa/22-010129-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839114	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010127-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839115	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010126-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839116	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-010145-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839117	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010126-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839118	USA: North Carolina	Aix sponsa	A/Wood Duck/North Carolina/22-003829-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839119	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010125-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839120	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010124-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839121	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010124-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839122	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010123-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839123	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010123-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839124	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010122-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839125	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-010094-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839126	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010092-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839127	USA: North Carolina	Anas crecca	A/Green-winged Teal/North Carolina/22-003827-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839128	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010092-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839129	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010085-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839130	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010085-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839131	USA: North Dakota	Meleagris gallopavo	A/Turkey/North Dakota/22-010015-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839132	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-010036-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839133	USA: Indiana	Meleagris gallopavo	A/Turkey/Indiana/22-003707-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839134	USA: North Carolina	Meleagris gallopavo	A/Backyard bird/North Carolina/22-009583-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839135	USA: Vermont	Haliaeetus leucocephalus	A/Bald Eagle/Vermont/22-009551-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839136	USA: Vermont	Haliaeetus leucocephalus	A/Bald Eagle/Vermont/22-009551-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839137	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009550-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839138	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009534-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839139	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009483-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839140	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009483-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839141	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-047/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839142	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009482-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839143	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009481-021/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839144	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009481-019/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839145	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-015/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839146	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-016/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839147	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-015/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839148	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-014/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839149	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839150	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-014/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839151	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-013/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839152	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839153	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-043/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839154	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-011/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839155	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-010/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839156	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839157	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839158	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839159	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839160	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839161	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009481-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			Anser caerulescens
SRR24839162	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-009481-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839163	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-020/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839164	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-039/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839165	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-019/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839166	USA: New York	Branta canadensis	A/Canada Goose/New York/22-009396-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839167	USA: Minnesota	Branta canadensis	A/Canada Goose/Minnesota/22-009383-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839168	USA: Minnesota	Aix sponsa	A/Wood Duck/Minnesota/22-009381-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839169	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009379-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839170	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009376-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839171	USA: Massachusetts	Anser sp.	A/Backyard bird/Massachusetts/22-009371-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839172	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003359-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839173	USA: Michigan	Mergus merganser	A/Merganser/Michigan/22-009361-017/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839174	USA: Michigan	Aix sponsa	A/Wood Duck/Michigan/22-009361-015/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839175	USA: Michigan	Aix sponsa	A/Wood Duck/Michigan/22-009361-014/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839176	USA: Michigan	Aythya collaris	A/Ring-necked Duck/Michigan/22-009361-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839177	USA: Michigan	Aythya collaris	A/Ring-necked Duck/Michigan/22-009361-011/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839178	USA: Michigan	Aythya americana	A/Redhead/Michigan/22-009361-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839179	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009286-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839180	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-003150-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839181	USA: Michigan	Aythya americana	A/Redhead/Michigan/22-009361-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839182	USA: Michigan	Aythya collaris	A/Ring-necked Duck/Michigan/22-009361-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839183	USA: Michigan	Mareca americana	A/American Wigeon/Michigan/22-009361-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839184	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009286-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839185	USA: Delaware	Mareca americana	A/American Wigeon/Delaware/22-003358-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839186	USA: Michigan	Aythya americana	A/Redhead/Michigan/22-009361-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839187	USA: North Dakota	Anser sp.	A/Chicken/North Dakota/22-009337-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839188	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009399-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839189	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009332-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839190	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009330-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839191	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009330-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839192	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009330-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839193	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009329-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839194	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009329-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839195	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009327-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839196	USA: North Carolina	Mareca strepera	A/Gadwall/North Carolina/22-003150-010/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839197	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009327-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839198	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-053/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839199	USA: North Dakota	Meleagris gallopavo	A/Turkey/North Dakota/22-009840-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839200	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009839-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839201	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009825-005/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839202	USA: Michigan	Cygnus buccinator	A/Trumpeter Swan/Michigan/22-009684-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839203	USA: North Dakota	Gallus gallus	A/Chicken/North Dakota/22-009677-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839204	USA: Minnesota	Corvus sp.	A/American Crow/Minnesota/22-009668-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839205	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-009605-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839206	USA: Maine	Melegris gallopavo	A/Backyard bird/Maine/22-009605-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839207	USA: Wyoming	Cairina moschata	A/Backyard bird/Wyoming/22-009599-006/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839208	USA: North Carolina	Haliaeetus leucocephalus	A/Bald Eagle/North Carolina/22-009805-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839209	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-054/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
