sample_name	geo_loc_name	Host	isolate	LibrarySelection	LibrarySource	isolation_source	serotype	genotype	strain	majority_hosts
SRR24843215	USA: Montana	Anser caerulescens	A/Snow Goose/Montana/22-011287-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24843216	USA: Missouri	Anser caerulescens	A/Snow Goose/Missouri/22-011404-001/2022	RT-PCR	VIRAL RNA	Fluid\, Amnionic-Allantoic	H5N1			Anser caerulescens
SRR24843217	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-011403-001/2022	RT-PCR	VIRAL RNA	Fluid\, Amnionic-Allantoic	H5N1			NA
SRR24843218	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-010663-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843219	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010463-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843220	USA: Florida	Haliaeetus leucocephalus	A/Bald Eagle/Florida/22-011399-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843221	USA: Wisconsin	Haliaeetus leucocephalus	A/Bald Eagle/Wisconsin/22-011350-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843222	USA: Idaho	Gallus gallus	A/Chicken/Idaho/22-011347-005/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843223	USA: Idaho	Gallus gallus	A/Chicken/Idaho/22-011347-004/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843224	USA: Idaho	Gallus gallus	A/Chicken/Idaho/22-011347-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843225	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-011346-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843226	USA: Indiana	Anas sp.	A/Duck/Indiana/22-011343-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843227	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-011338-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843228	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-011338-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843229	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011039-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843230	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011039-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843231	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011039-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843232	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-011038-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843233	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011037-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843234	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011036-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843235	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011036-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843236	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011036-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843237	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011035-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843238	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011035-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843239	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011035-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843240	USA: Wisconsin	Lophodytes cucullatus	A/Hooded Merganser/Wisconsin/22-011029-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843241	USA: Wisconsin	Lophodytes cucullatus	A/Hooded Merganser/Wisconsin/22-011029-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843242	USA: Iowa	Bubo virginianus	A/Great Horned Owl/Iowa/22-010620-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843243	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011033-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843244	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011033-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843245	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011033-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843246	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011033-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843247	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011033-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843248	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011034-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843249	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011034-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843250	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011034-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843251	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011034-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843252	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-011035-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843253	USA: Michigan	Haliaeetus leucocephalus	A/Bald Eagle/Michigan/22-010622-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843254	USA: Montana	Anas platyrhynchos	A/Duck/Montana/22-010454-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843255	USA: Montana	Anas platyrhynchos	A/Duck/Montana/22-010454-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843256	USA: Iowa	Bubo virginianus	A/Great Horned Owl/Iowa/22-010620-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843257	USA: Minnesota	Gallus gallus	A/Chicken/Minnesota/22-010993-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24843258	USA: Minnesota	Gallus gallus	A/Chicken/Minnesota/22-010994-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24843259	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010995-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843260	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010995-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843261	USA: Minnesota	Anser sp.	A/Backyard bird/Minnesota/22-013221-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843262	USA: Minnesota	Gallus gallus	A/Backyard bird/Minnesota/22-013221-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843263	USA: Oklahoma	Gallus gallus	A/Chicken/Oklahoma/22-013220-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843264	USA: Pennsylvania	Anas sp.	A/Duck/Pennsylvania/22-013189-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24843265	USA: Pennsylvania	Anas sp.	A/Duck/Pennsylvania/22-013189-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24843266	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-010715-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843267	USA: Wisconsin	Phasianidae sp.	A/Backyard bird/Wisconsin/22-013183-005/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843268	USA: Wisconsin	Anas sp.	A/Backyard bird/Wisconsin/22-013183-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843269	USA: Wisconsin	Numididae sp.	A/Backyard bird/Wisconsin/22-013183-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843270	USA: Wisconsin	Melegris gallopavo	A/Backyard bird/Wisconsin/22-013183-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843271	USA: Wyoming	Buteo jamaicensis	A/Red-tailed Hawk/Wyoming/22-013182-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843272	USA: Wyoming	Strigiformes sp.	A/Owl/Wyoming/22-013181-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843273	USA: North Dakota	Cathartes aura	A/Turkey Vulture/North Dakota/22-013149-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843274	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-013148-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843275	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-013148-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843276	USA: North Dakota	Antigone canadensis	A/Sandhill Crane/North Dakota/22-013131-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843277	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-010686-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843278	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-013130-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843279	USA: North Dakota	Accipitridae sp.	A/Hawk/North Dakota/22-013145-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843280	USA: North Dakota	Accipiter cooperii	A/Cooper's Hawk/North Dakota/22-013145-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843281	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013145-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843282	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013145-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843283	USA: North Dakota	Cathartes aura	A/Turkey Vulture/North Dakota/22-013144-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843284	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-013143-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843285	USA: North Dakota	Haliaeetus leucocephalus	A/Bald Eagle/North Dakota/22-013142-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843286	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-013140-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843287	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013140-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843288	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-010713-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843289	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013140-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843290	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013140-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843291	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-013140-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843292	USA: North Dakota	Bubo virginianus	A/Great Horned Owl/North Dakota/22-013139-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843293	USA: Florida	Aythya affinis	A/Lesser Scaup/Florida/22-010679-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843294	USA: Minnesota	Corvus brachyrhynchos	A/American Crow/Minnesota/22-012668-016/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843295	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-012668-015/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843296	USA: Minnesota	Accipiter cooperii	A/Cooper's Hawk/Minnesota/22-012668-014/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843297	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012668-013/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843298	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012668-011/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843299	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-012668-010/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843300	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-012668-009/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843301	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-012668-007/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843302	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-012668-006/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843303	USA: Florida	Cairina moschata	A/Muscovy Duck/Florida/22-010679-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843304	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012668-005/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843305	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012668-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843306	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-012668-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843307	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012668-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843308	USA: Wyoming	Branta canadensis	A/Canada Goose/Wyoming/22-012665-003/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843309	USA: Wyoming	Corvidae sp.	A/Magpie/Wyoming/22-012665-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843310	USA: Wyoming	Corvidae sp.	A/Magpie/Wyoming/22-012665-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843311	USA: New York	Bubo virginianus	A/Great Horned Owl/New York/22-012662-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843312	USA: Michigan	Anser sp.	A/Backyard bird/Michigan/22-012454-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843313	USA: Tennessee	Branta canadensis	A/Canada Goose/Tennessee/22-010667-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843314	USA: Michigan	Anas sp.	A/Backyard bird/Michigan/22-012454-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843315	USA: Montana	Meleagris gallopavo	A/Wild Turkey/Montana/22-012657-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24843316	USA: Montana	Meleagris gallopavo	A/Wild Turkey/Montana/22-012657-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24843317	USA: North Dakota	Accipitridae sp.	A/Hawk/North Dakota/22-012638-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843318	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012637-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843319	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012637-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843320	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012636-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843321	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012635-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843322	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012634-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843323	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012634-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843324	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-012633-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843325	USA: Minnesota	Lophodytes cucullatus	A/Hooded Merganser/Minnesota/22-012024-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843326	USA: Minnesota	Aix sponsa	A/Wood Duck/Minnesota/22-012022-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843327	USA: Montana	Anser caerulescens	A/Snow Goose/Montana/22-012013-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24843328	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012007-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843329	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012006-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843330	USA: Minnesota	Aix sponsa	A/Wood Duck/Minnesota/22-012003-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843331	USA: Minnesota	Corvus brachyrhynchos	A/American Crow/Minnesota/22-012003-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843332	USA: Minnesota	Buteo lineatus	A/Red-shouldered Hawk/Minnesota/22-012000-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843333	USA: Montana	Anas platyrhynchos	A/Duck/Montana/22-012040-005/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843334	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-010663-021/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843335	USA: Montana	Gallus gallus	A/Chicken/Montana/22-012040-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24843336	USA: Montana	Gallus gallus	A/Chicken/Montana/22-012040-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			Gallus gallus
SRR24843337	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-012036-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843338	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-012034-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24843339	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012032-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843340	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-012031-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843341	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-012030-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843342	USA: Minnesota	Anser rossii	A/Ross's Goose/Minnesota/22-012029-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843343	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-012028-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843344	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-012026-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843345	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-010663-020/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843346	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-012025-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843347	USA: Minnesota	Bubo virginianus	A/Great Horned Owl/Minnesota/22-011871-014/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843348	USA: Minnesota	Buteo jamaicensis	A/Red-tailed Hawk/Minnesota/22-011871-013/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843349	USA: Minnesota	Aix sponsa	A/Wood Duck/Minnesota/22-012000-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843350	USA: North Dakota	Anser rossii	A/Ross's Goose/North Dakota/22-010663-019/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843351	USA: Minnesota	Mergus merganser	A/Merganser/Minnesota/22-012000-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24843352	USA: Indiana	Buteo jamaicensis	A/Red-tailed Hawk/Indiana/22-011949-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843353	USA: Indiana	Buteo jamaicensis	A/Red-tailed Hawk/Indiana/22-011949-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843354	USA: Indiana	Haliaeetus leucocephalus	A/Bald Eagle/Indiana/22-011948-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24843355	USA: Indiana	Haliaeetus leucocephalus	A/Bald Eagle/Indiana/22-011948-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843356	USA: Indiana	Anas sp.	A/Duck/Indiana/22-011946-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24843357	USA: Michigan	Gallus gallus	A/Backyard bird/Michigan/22-011526-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24843358	USA: Michigan	Callipepla sp.	A/Backyard bird/Michigan/22-011521-005/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24843359	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-011566-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24843360	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-011565-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843361	USA: North Dakota	Buteo jamaicensis	A/Red-tailed Hawk/North Dakota/22-011565-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843362	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-011564-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24843363	USA: North Dakota	Corvus brachyrhynchos	A/American Crow/North Dakota/22-011564-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
