sample_name	assembly_fullid_updated	yhmpu50000	order	species	carbon_class	nitrogen_class	galactose_normalized	fructose_normalized	glycerol_normalized	maltose_normalized	at_25_c	c1_d.glucose	n4_l.lysine	c23_glycerol	n5_cadaverine	c28_d.glucitol	n3_ethylamine	at_30_c	c29_d.mannitol	ethanol__assimilation	d.glucose__fermentation	c39_succinate	c12_a_a.trehalose	c6_d.xylose	c32_d.glucono.1_5.lactone	c2_d.galactose	c10_sucrose	c14_cellobiose	c15_salicin	c11_maltose	c25_ribitol	c40_citrate	c26_xylitol	c35_d.gluconate	c16_arbutin	c3_l.sorbose	at_35_c	c20_melezitose	c13_me_a.d.glucoside	environment_edited	super_domain_entity	super_independent_entity	super_plant	super_embryophyta_plant_type	super_vascular_plant_type	super_seed_producing_plant_type	super_animal	super_angiosperm_plant_type	super_arthropoda_animal_type	super_hexapoda_animal_type	super_insecta_animal_type
SRR16989221	yHMPu5000038060_kodamaea_kakaduensis_170912	38060	Serinales	Kodamaea kakaduensis	Standard	Standard	0.161128238300602	0.572072606029431	0.0655061524247995	0.558446558585707	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	flower of Hibiscus meraukensis	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989175	yHMPu5000038109_candida_kaohsiungensis_170912	38109	Serinales	Kodamaea kaohsiungensis	Standard	Standard	0	0.458955582883583	0	0.365857227922786	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	Yes	fruitbody of Pleurotus sp.	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974365	yHMPu5000034651_candida_leandrae_170307	34651	Serinales	Kodamaea leandrae	Standard	Standard	0.187974266773945	0	0	0.17259422830469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	decaying fruit of Leandra reversa (Miconieae, Melastomataceae)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989016	yHMPu5000038379_candida_lidongshanica_180604	38379	Serinales	Kodamaea lidongshanica	NA	NA	NA	NA	NA	NA	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	Yes	No	fruitbody of Pleurotus sp.	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988785	yHMPu5000037229_kodamaea_neixiangensis_210210	37229	Serinales	Kodamaea neixiangensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	Yes	Yes	rotting wood	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974509	yHMPu5000026273_kodamaea_nitidulidarum_170307	26273	Serinales	Kodamaea nitidulidarum	Standard	Standard	0.351651815719625	0.467769905666303	0.144033703017919	0.300040628068873	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	flower of Pilosocereus arrabidae	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974367	yHMPu5000034649_candida_plutei_180604	34649	Serinales	Kodamaea plutei	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	unidentified staphylinid (Staphylinidae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988707	yHMPu5000037886_candida_sagamina_180604	37886	Serinales	Kodamaea sagamina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fruiting body of an unidentified mushroom	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988998	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS	yHQL449	Serinales	Kodamaea sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fungal mat Pinus contorta	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988997	yHQL451_Kodamaea_sp_nov_plate33_SPADES	yHQL451	Serinales	Kodamaea sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fungal mat Pinus contorta	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989200	yHMPu5000038082_candida_suecica_180604	38082	Serinales	Kodamaea suecica	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	Yes	No	No	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	sea water	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988923	yHMPu5000035676_komagataella_kurtzmanii_160613	35676	Pichiales	Komagataella kurtzmanii	Standard	Standard	0.169436529287949	0.452583545195967	0.206367374535995	0	Yes	Yes	Yes	Yes	NA	No	Yes	NA	No	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	fir flux	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988794	yHMPu5000037220_komagataella_mondaviorum_210210	37220	Pichiales	Komagataella mondaviorum	Standard	Standard	0	0.62831589718724	0.318263908564396	0	Yes	Yes	Yes	Yes	NA	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	NA	No	No	No	No	exudate of cottonwood (Populus deltoides)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974429	yHMPu5000034953_komagataella_pastoris_160519	34953	Pichiales	Komagataella pastoris	Standard	Standard	0	0.608255175853813	0.303611226271024	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	exudate chestnut tree	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974436	yHMPu5000034941_komagataella_phaffii_160519	34941	Pichiales	Komagataella phaffii	Standard	Standard	0	0.712293530193024	0.381146873016962	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Quercus kelloggii (black oak)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974438	yHMPu5000034938_Komagataella_ulmi_SPAdes	34938	Pichiales	Komagataella ulmi	Standard	Standard	0.339378220967481	0.438137596290052	0.228380481367157	0	Yes	Yes	NA	Yes	NA	Yes	NA	NA	Yes	Yes	Yes	Yes	Yes	No	NA	No	No	No	No	No	No	No	NA	No	NA	No	NA	No	No	Exudate, elm tree( Ulmus americana)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974382	yHMPu5000026068_kregervanrija_pseudodelftensis_170713	26068	Pichiales	Kregervanrija pseudodelftensis	Specialist	Standard	0	0.563192965607539	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fallen apple that had over-wintered in an orchard	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988958	yHMPu5000038408_candida_borneonana_170713	38408	Pichiales	Kuraishia borneana	Standard	Generalist	0	0.362094685100057	0	0.139100928326993	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	No	No	Yes	Yes	No	Yes	No	Yes	No	Yes	No	NA	No	NA	fruit	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16974441	yHMPu5000034936_kuraishia_cidri_180604	34936	Pichiales	Kuraishia cidri	Standard	Generalist	0	0.763964294987297	0.408973509999057	0.46940818749336	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	apple cider	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974442	yHMPu5000034935_kuraishia_floccosa_210210	34935	Pichiales	Kuraishia floccosa	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	NA	Yes	No	flux of a sessile oak (Quercus petrea)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974443	yHMPu5000034934_kuraishia_hungarica_201018	34934	Pichiales	Kuraishia hungarica	Standard	Standard	0.459466851508184	0.471182138405219	0	0.645610447563276	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	NA	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	No	rotten wood of Quercus sp.	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974446	yHMPu5000034931_kuraishia_piskuri_170307	34931	Pichiales	Kuraishia piskuri	Standard	Generalist	0	0.678531883539942	0	0.458828949412245	Yes	Yes	NA	Yes	NA	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	NA	Yes	Yes	Yes	Yes	Insect frass, Caribbean pine (Pinus caribaea)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988795	yHMPu5000035303_candida_natalensis_201018	35303	Serinales	Kurtzmaniella natalensis	Generalist	Standard	0.187154312764059	0.59716510685589	0.142342318024004	0.821329758651053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989021	yHMPu5000038372_candida_oleophila_170713	38372	Serinales	Kurtzmaniella oleophila	Standard	Standard	0.14038400276134	0.376441173650908	0	0.260170171081403	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	fruit of Olea europea (olive)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974566	yHMPu5000034644_candida_quercitrusa_170307	34644	Serinales	Kurtzmaniella quercitrusa	Standard	Standard	0.32525683618737	0	0.160569597077689	0.541923263134746	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	insect frass on Quercus sp. (oak tree)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974291	yHMPu5000034698_lachancea_cidri_201018.haplomerger2	34698	Saccharomycetales	Lachancea cidri	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	No	No	Yes	No	No	Yes	NA	No	Yes	cider	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988996	yHQL494_Lachancea_sp_nov_plate34_PLATANUS	yHQL494	Saccharomycetales	Lachancea sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rose hips Rosa californica	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16974725	yHMPu5000034746_lipomyces_smithiae_170713	34746	Lipomycetales	Limtongia smithiae	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	No	Yes	No	Yes	No	No	No	Yes	No	Yes	No	No	No	No	frass of Crossotarsus externedentatus (ambrosia beetle), in Macaranga capensis	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974716	yHMPu5000034755_lipomyces_chichibuensis_170713	34755	Lipomycetales	Lipomyces chichibuensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974712	yHMPu5000034759_lipomyces_kockii_170307	34759	Lipomycetales	Lipomyces kockii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	Yes	Yes	soil of forest	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988714	yHMPu5000037878_Lipomyces_kononenkoae_SPADES	37878	Lipomycetales	Lipomyces kononenkoae	Standard	Standard	0.251370673460008	0.282828028374327	0.218734820580482	0.302669558946583	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	soil in a citrus orchard	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974723	yHMPu5000034747_lipomyces_orientalis_170307	34747	Lipomycetales	Lipomyces orientalis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	NA	Yes	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974726	yHMPu5000034745_lipomyces_sp_201018	34745	Lipomycetales	Lipomyces sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16974727	yHMPu5000034744_lipomyces_spencer-martinsiae_170307	34744	Lipomycetales	Lipomyces sp.	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988713	yHMPu5000037879_Lipomyces_spencer-martinsiae_S172_SPADES	37879	Lipomycetales	Lipomyces spencermartinsiae	Standard	Standard	2.31942460331098	0	1.86339004290026	NA	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974259	yHMPu5000034741_lipomyces_tetrasporus_170307	34741	Lipomycetales	Lipomyces tetrasporus	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974260	yHMPu5000034740_lipomyces_yamadae_SPADES	34740	Lipomycetales	Lipomyces yamadae	Standard	Specialist	0.252302178767472	0.466065635315062	0	0.580356464226026	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988782	yHMPu5000037231_lipomyces_yamanashiensis_210210	37231	Lipomycetales	Lipomyces yamanashiensis	NA	NA	NA	NA	NA	NA	Yes	Yes	No	Yes	No	No	Yes	Yes	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	No	Yes	No	Yes	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974261	yHMPu5000034739_lipomyces_yarrowii_190924	34739	Lipomycetales	Lipomyces yarrowii	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988770	yHMPu5000037243_lodderomyces_sp_210210	37243	Serinales	Lodderomyces beijingensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	NA	No	Yes	Yes	Yes	A. sierersi	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974669	yHDO581_magnusiomyces_capitatus_190924	yHDO581	Dipodascales	Magnusiomyces capitatus	Specialist	Standard	0	0	0.656258635511225	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bovine mastitic milk	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974581	yHMPu5000034630_Magnusiomyces_magnusii_S134_MASURCA.haplomerger2	34630	Dipodascales	Magnusiomyces magnusii	Standard	Standard	0.121302576906563	0.1467309048066	0.510716522518034	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16989097	yHMPu5000041819_magnusiomyces_starmeri_201018	41819	Dipodascales	Magnusiomyces starmeri	Standard	Standard	0.710252946503575	0.944781486870975	0.810416608531804	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rotting saguaro cactus (Carnegiea gigantean), Southern Arizona,	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988712	yHMPu5000037881_martiniozyma_asiatica_190924	37881	Pichiales	Martiniozyma asiatica	Standard	Standard	0	0.464042604563279	0.253266531183961	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	Yes	Yes	NA	No	NA	No	No	No	No	water Mangrove Forest	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989110	yHMPu5000041806_metschnikowia_agaves_170307	41806	Serinales	Metschnikowia agaves	Standard	Standard	0.588145107462746	0.648712449899139	0.440178996552623	0.581006940139375	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	rotten leaf of Agave tequilana var. azul (blue agave)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988850	yHMPu5000040958_metschnikowia_andauensis_201018	40958	Serinales	Metschnikowia andauensis	Standard	Standard	0.367342551461763	0.609604294516975	0.29404304821022	0.347808316155769	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	excrements of caterpillar of Ostrinia nubilalis	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988816	yHMPu5000037200_metschnikowia_anglica_210210	37200	Serinales	Metschnikowia anglica	Standard	Standard	0.520467850374569	1.02716740084503	0.348291619684452	0.522799190194438	Yes	Yes	NA	Yes	NA	Yes	NA	NA	Yes	No	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	No	NA	Yes	NA	Yes	NA	Yes	Yes	not given	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR16988723	yHMPu5000037869_metschnikowia_australis_190924	37869	Serinales	Metschnikowia australis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	No	Yes	No	sea water	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988808	yHMPu5000037208_metschnikowia_baotianmanensis_210210	37208	Serinales	Metschnikowia baotianmanensis	Generalist	Standard	0.353160274525386	0.738816976231868	0.322257421047435	0.434056117013675	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	Yes	gut of rhinoceros beetle A. dichotoma	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988724	yHMPu5000037868_metschnikowia_bicuspidata_var_californica_180604.haplomerger2	37868	Serinales	Metschnikowia bicuspidata var. californica	Standard	Standard	0.0705971070536668	0.661020477531227	0.193146348864299	0.36522292551742	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	sea water	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989109	yHMPu5000041807_metschnikowia_bicuspidata_var_chathamia_190924.haplomerger2	41807	Serinales	Metschnikowia bicuspidata var. chathamia	Standard	Standard	0.196593604489199	0.387969009366899	0.223083709174334	0.41877656209149	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	Yes	lake	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989108	yHMPu5000041808_metschnikowia_caudata_170307	41808	Serinales	Metschnikowia caudata	Standard	Specialist	0	0.873680928222871	2.16491581739497	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	NA	NA	No	No	Yes	No	Floral nectar of Protea dracomontana.	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989038	yHMPu5000041857_candida_chrysomelidarum_160928.haplomerger2	41857	Serinales	Metschnikowia chrysomelidarum	Standard	Standard	0	0.313119274390219	0.0428342728656598	0	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	No	NA	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	No	No	No	Yes	Yes	No	unidentified leaf beetle (Coleoptera, Chrysomelidae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989107	yHMPu5000041809_metschnikowia_chrysoperlae_170307.haplomerger2	41809	Serinales	Metschnikowia chrysoperlae	Standard	Standard	0.218107582861055	0.375897129105859	0.195418626048625	0.326367493278423	Yes	NA	NA	NA	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA	NA	eggs of adult Chrysoperla sp.	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988891	yHMPu5000040942_Metschnikowia_colocasiae_SPADES	40942	Serinales	Metschnikowia colocasiae	Standard	Specialist	0.531468305171314	0.576340244274805	0	0.437720426968038	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Conotelus sp. (Coleoptera: Nitidulidae) on flower of Ipomoea indica (Convolvulaceae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988773	yHMPu5000035305_metschnikowia_corniflorae_180604.haplomerger2	35305	Serinales	Metschnikowia corniflorae	Standard	Standard	0.815913486562391	0.678382112322979	0.520521319918768	0.600689445824211	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	NA	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	coleoptera (Rhaxonycha sp., Cantharidae) cathced on flowers of Cornus drummondii	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989106	yHMPu5000041810_metschnikowia_drosophilae_201018	41810	Serinales	Metschnikowia drosophilae	Standard	Standard	0.496807368920819	0.420984991718024	0.540301485057815	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	flower of Ipomoea sp.	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988725	yHMPu5000037867_metschnikowia_fructicola_190924.haplomerger2	37867	Serinales	Metschnikowia fructicola	Generalist	Standard	0.473218734915169	0.744711682119404	0.324969516653993	0.590405778821262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	table grapes, Israel	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989034	yHMPu5000041861_candida_gelsemii_170307.haplomerger2	41861	Serinales	Metschnikowia gelsemii	Standard	Standard	0	0.479596635275017	0.1650048227405	0.314536601657379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	nectar of yellow jessamine (Gelsemium sempervirens, Gelsemiaceae)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988859	yHMPu5000040947_metschnikowia_gruessii_201018	40947	Serinales	Metschnikowia gruessii	Standard	Standard	0	0.667889774456777	0.3159795261345	0.36301187735561	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	Yes	No	nectary of flower of Hebe salicifolia	Yes	Yes	Yes	No	No	No	No	No	No	No	No
