sample_name	ampicillin_RIS	ciprofloxacin_RIS	clindamycin_RIS	daptomycin_RIS	doxycycline_RIS	erythromycin_RIS	gentamicin_RIS	kanamycin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tetracycline_RIS	tigecycline_RIS	vancomycin_RIS
ERR1585891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585892	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585893	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585894	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585895	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585896	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585897	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585898	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585905	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585906	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585907	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585908	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585909	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585913	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585914	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585915	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585916	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585917	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585918	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1585919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585920	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585921	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1585922	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585923	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585924	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585925	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585926	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585932	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585933	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585934	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585949	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1585951	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585952	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585953	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585954	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585955	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585956	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585957	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585958	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585959	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585960	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585961	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585962	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585963	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585964	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585965	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585966	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585967	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1585968	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1585969	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1585970	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585971	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585972	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585973	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585974	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585975	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585976	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585977	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585978	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585979	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585980	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585981	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585982	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585983	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585984	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	I/R
ERR1585985	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585986	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1585987	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1585988	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585989	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1585990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1585992	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1585993	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1585994	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1585995	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	S
ERR1585996	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1585997	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1585998	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1585999	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586000	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586001	I/R	NA	S	NA	NA	I/R	S	I/R	S	S	S	I/R	S	S	I/R
ERR1586002	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586003	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1586004	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1586006	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1586007	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586008	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1586009	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586010	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586011	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1586012	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1586013	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1586014	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586015	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586016	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586017	I/R	NA	S	NA	NA	I/R	S	I/R	S	S	I/R	I/R	S	S	I/R
ERR1586018	I/R	NA	S	NA	NA	I/R	I/R	I/R	I/R	S	NA	S	I/R	S	S
ERR1586019	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586020	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1586021	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1586022	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	S	I/R	S	S
ERR1586023	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1586024	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1586025	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586026	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586027	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586028	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586029	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586030	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586031	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586032	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586033	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586034	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586037	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586038	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586039	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586040	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586042	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586043	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586044	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586050	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586051	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586052	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586053	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586054	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586055	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586056	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586057	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586058	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586059	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586064	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1586065	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1586066	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1586067	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586068	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586069	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586070	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	S	S	I/R
ERR1586071	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586072	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586073	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586074	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586075	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586076	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586077	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1586078	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1586079	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586080	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586081	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586082	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586083	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586086	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586087	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586088	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586095	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	S	I/R	S	S
ERR1586096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586097	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586098	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586099	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586100	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586101	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586102	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586103	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586104	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586105	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586106	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	NA	I/R
ERR1586107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586108	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586109	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586110	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586111	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586112	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586113	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586114	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586115	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586116	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586117	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586119	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586121	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586122	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1586123	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586124	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586125	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586126	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1586127	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586128	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1586129	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586131	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586132	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586133	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586134	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1586135	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	NA	S
ERR1586136	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1586137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586138	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1586139	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1586140	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586141	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1586142	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586143	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586145	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1586146	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1586147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1586149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
